task,team_a,team_b,score
KIS Visual 25,siret I,vitrivr II,89
KIS Visual 25,siret I,vitrivr III,89
KIS Visual 25,siret I,vitrivr IV,89
KIS Visual 25,siret I,vitrivr V,89
KIS Visual 25,siret I,vitrivr VI,89
KIS Visual 25,siret I,vitrivr VII,89
KIS Visual 25,siret I,vitrivr VIII,89
KIS Visual 25,siret II,siret III,83
KIS Visual 25,siret II,siret IV,96
KIS Visual 25,siret II,siret V,0
KIS Visual 25,siret II,siret VI,91
KIS Visual 25,siret II,siret VII,53
KIS Visual 25,siret II,vitrivr I,84
KIS Visual 25,siret II,vitrivr II,58
KIS Visual 25,siret II,vitrivr III,0
KIS Visual 25,siret II,vitrivr IV,60
KIS Visual 25,siret II,vitrivr V,60
KIS Visual 25,siret II,vitrivr VI,55
KIS Visual 25,siret II,vitrivr VII,72
KIS Visual 25,siret II,vitrivr VIII,54
KIS Visual 25,siret III,siret IV,96
KIS Visual 25,siret III,siret V,83
KIS Visual 25,siret III,siret VI,91
KIS Visual 25,siret III,siret VII,83
KIS Visual 25,siret III,vitrivr I,84
KIS Visual 25,siret III,vitrivr II,83
KIS Visual 25,siret III,vitrivr III,83
KIS Visual 25,siret III,vitrivr IV,83
KIS Visual 25,siret III,vitrivr V,83
KIS Visual 25,siret III,vitrivr VI,83
KIS Visual 25,siret III,vitrivr VII,83
KIS Visual 25,siret III,vitrivr VIII,83
KIS Visual 25,siret IV,siret V,96
KIS Visual 25,siret IV,siret VI,96
KIS Visual 25,siret IV,siret VII,96
KIS Visual 25,siret IV,vitrivr I,96
KIS Visual 25,siret IV,vitrivr II,96
KIS Visual 25,siret IV,vitrivr III,96
KIS Visual 25,siret IV,vitrivr IV,96
KIS Visual 25,siret IV,vitrivr V,96
KIS Visual 25,siret IV,vitrivr VI,96
KIS Visual 25,siret IV,vitrivr VII,96
KIS Visual 25,siret IV,vitrivr VIII,96
KIS Visual 25,siret V,siret VI,91
KIS Visual 25,siret V,siret VII,53
KIS Visual 25,siret V,vitrivr I,84
KIS Visual 25,siret V,vitrivr II,58
KIS Visual 25,siret V,vitrivr III,0
KIS Visual 25,siret V,vitrivr IV,60
KIS Visual 25,siret V,vitrivr V,60
KIS Visual 25,siret V,vitrivr VI,55
KIS Visual 25,siret V,vitrivr VII,72
KIS Visual 25,siret V,vitrivr VIII,54
KIS Visual 25,siret VI,siret VII,91
KIS Visual 25,siret VI,vitrivr I,91
KIS Visual 25,siret VI,vitrivr II,91
KIS Visual 25,siret VI,vitrivr III,91
KIS Visual 25,siret VI,vitrivr IV,91
KIS Visual 25,siret VI,vitrivr V,91
KIS Visual 25,siret VI,vitrivr VI,91
KIS Visual 25,siret VI,vitrivr VII,91
KIS Visual 25,siret VI,vitrivr VIII,91
KIS Visual 25,siret VII,vitrivr I,84
KIS Visual 25,siret VII,vitrivr II,58
KIS Visual 25,siret VII,vitrivr III,53
KIS Visual 25,siret VII,vitrivr IV,60
KIS Visual 25,siret VII,vitrivr V,60
KIS Visual 25,siret VII,vitrivr VI,55
KIS Visual 25,siret VII,vitrivr VII,72
KIS Visual 25,siret VII,vitrivr VIII,54
KIS Visual 25,vitrivr I,vitrivr II,84
KIS Visual 25,vitrivr I,vitrivr III,84
KIS Visual 25,vitrivr I,vitrivr IV,84
KIS Visual 25,vitrivr I,vitrivr V,84
KIS Visual 25,vitrivr I,vitrivr VI,84
KIS Visual 25,vitrivr I,vitrivr VII,84
KIS Visual 25,vitrivr I,vitrivr VIII,84
KIS Visual 25,vitrivr II,vitrivr III,58
KIS Visual 25,vitrivr II,vitrivr IV,60
KIS Visual 25,vitrivr II,vitrivr V,60
KIS Visual 25,vitrivr II,vitrivr VI,58
KIS Visual 25,vitrivr II,vitrivr VII,72
KIS Visual 25,vitrivr II,vitrivr VIII,58
KIS Visual 25,vitrivr III,vitrivr IV,60
KIS Visual 25,vitrivr III,vitrivr V,60
KIS Visual 25,vitrivr III,vitrivr VI,55
KIS Visual 25,vitrivr III,vitrivr VII,72
KIS Visual 25,vitrivr III,vitrivr VIII,54
KIS Visual 25,vitrivr IV,vitrivr V,60
KIS Visual 25,vitrivr IV,vitrivr VI,60
KIS Visual 25,vitrivr IV,vitrivr VII,72
KIS Visual 25,vitrivr IV,vitrivr VIII,60
KIS Visual 25,vitrivr V,vitrivr VI,60
KIS Visual 25,vitrivr V,vitrivr VII,72
KIS Visual 25,vitrivr V,vitrivr VIII,60
KIS Visual 25,vitrivr VI,vitrivr VII,72
KIS Visual 25,vitrivr VI,vitrivr VIII,55
KIS Visual 25,vitrivr VII,vitrivr VIII,72
KIS Textual 25,siret I,siret II,0
KIS Textual 25,siret I,siret III,0
KIS Textual 25,siret I,siret IV,0
KIS Textual 25,siret I,siret V,0
KIS Textual 25,siret I,siret VI,0
KIS Textual 25,siret I,siret VII,0
KIS Textual 25,siret I,vitrivr I,71
KIS Textual 25,siret I,vitrivr II,38
KIS Textual 25,siret I,vitrivr III,59
KIS Textual 25,siret I,vitrivr IV,0
KIS Textual 25,siret I,vitrivr V,90
KIS Textual 25,siret I,vitrivr VI,91
KIS Textual 25,siret I,vitrivr VII,46
KIS Textual 25,siret I,vitrivr VIII,59
KIS Textual 25,siret II,siret III,0
KIS Textual 25,siret II,siret IV,0
KIS Textual 25,siret II,siret V,0
KIS Textual 25,siret II,siret VI,0
KIS Textual 25,siret II,siret VII,0
KIS Textual 25,siret II,vitrivr I,71
KIS Textual 25,siret II,vitrivr II,38
KIS Textual 25,siret II,vitrivr III,59
KIS Textual 25,siret II,vitrivr IV,0
KIS Textual 25,siret II,vitrivr V,90
KIS Textual 25,siret II,vitrivr VI,91
KIS Textual 25,siret II,vitrivr VII,46
KIS Textual 25,siret II,vitrivr VIII,59
KIS Textual 25,siret III,siret IV,0
KIS Textual 25,siret III,siret V,0
KIS Textual 25,siret III,siret VI,0
KIS Textual 25,siret III,siret VII,0
KIS Textual 25,siret III,vitrivr I,71
KIS Textual 25,siret III,vitrivr II,38
KIS Textual 25,siret III,vitrivr III,59
KIS Textual 25,siret III,vitrivr IV,0
KIS Textual 25,siret III,vitrivr V,90
KIS Textual 25,siret III,vitrivr VI,91
KIS Textual 25,siret III,vitrivr VII,46
KIS Textual 25,siret III,vitrivr VIII,59
KIS Textual 25,siret IV,siret V,0
KIS Textual 25,siret IV,siret VI,0
KIS Textual 25,siret IV,siret VII,0
KIS Textual 25,siret IV,vitrivr I,71
KIS Textual 25,siret IV,vitrivr II,38
KIS Textual 25,siret IV,vitrivr III,59
KIS Textual 25,siret IV,vitrivr IV,0
KIS Textual 25,siret IV,vitrivr V,90
KIS Textual 25,siret IV,vitrivr VI,91
KIS Textual 25,siret IV,vitrivr VII,46
KIS Textual 25,siret IV,vitrivr VIII,59
KIS Textual 25,siret V,siret VI,0
KIS Textual 25,siret V,siret VII,0
KIS Textual 25,siret V,vitrivr I,71
KIS Textual 25,siret V,vitrivr II,38
KIS Textual 25,siret V,vitrivr III,59
KIS Textual 25,siret V,vitrivr IV,0
KIS Textual 25,siret V,vitrivr V,90
KIS Textual 25,siret V,vitrivr VI,91
KIS Textual 25,siret V,vitrivr VII,46
KIS Textual 25,siret V,vitrivr VIII,59
KIS Textual 25,siret VI,siret VII,0
KIS Textual 25,siret VI,vitrivr I,71
KIS Textual 25,siret VI,vitrivr II,38
KIS Textual 25,siret VI,vitrivr III,59
KIS Textual 25,siret VI,vitrivr IV,0
KIS Textual 25,siret VI,vitrivr V,90
KIS Textual 25,siret VI,vitrivr VI,91
KIS Textual 25,siret VI,vitrivr VII,46
KIS Textual 25,siret VI,vitrivr VIII,59
KIS Textual 25,siret VII,vitrivr I,71
KIS Textual 25,siret VII,vitrivr II,38
KIS Textual 25,siret VII,vitrivr III,59
KIS Textual 25,siret VII,vitrivr IV,0
KIS Textual 25,siret VII,vitrivr V,90
KIS Textual 25,siret VII,vitrivr VI,91
KIS Textual 25,siret VII,vitrivr VII,46
KIS Textual 25,siret VII,vitrivr VIII,59
KIS Textual 25,vitrivr I,vitrivr II,61
KIS Textual 25,vitrivr I,vitrivr III,71
KIS Textual 25,vitrivr I,vitrivr IV,41
KIS Textual 25,vitrivr I,vitrivr V,90
KIS Textual 25,vitrivr I,vitrivr VI,91
KIS Textual 25,vitrivr I,vitrivr VII,71
KIS Textual 25,vitrivr I,vitrivr VIII,61
KIS Textual 25,vitrivr II,vitrivr III,38
KIS Textual 25,vitrivr II,vitrivr IV,8
KIS Textual 25,vitrivr II,vitrivr V,90
KIS Textual 25,vitrivr II,vitrivr VI,91
KIS Textual 25,vitrivr II,vitrivr VII,28
KIS Textual 25,vitrivr II,vitrivr VIII,29
KIS Textual 25,vitrivr III,vitrivr IV,0
KIS Textual 25,vitrivr III,vitrivr V,90
KIS Textual 25,vitrivr III,vitrivr VI,91
KIS Textual 25,vitrivr III,vitrivr VII,46
KIS Textual 25,vitrivr III,vitrivr VIII,59
KIS Textual 25,vitrivr IV,vitrivr V,90
KIS Textual 25,vitrivr IV,vitrivr VI,91
KIS Textual 25,vitrivr IV,vitrivr VII,6
KIS Textual 25,vitrivr IV,vitrivr VIII,29
KIS Textual 25,vitrivr V,vitrivr VI,91
KIS Textual 25,vitrivr V,vitrivr VII,90
KIS Textual 25,vitrivr V,vitrivr VIII,90
KIS Textual 25,vitrivr VI,vitrivr VII,91
KIS Textual 25,vitrivr VI,vitrivr VIII,91
KIS Textual 25,vitrivr VII,vitrivr VIII,49
KIS Visual 26,siret I,siret II,0
KIS Visual 26,siret I,siret III,0
KIS Visual 26,siret I,siret IV,67
KIS Visual 26,siret I,siret V,0
KIS Visual 26,siret I,siret VI,0
KIS Visual 26,siret I,siret VII,0
KIS Visual 26,siret I,vitrivr I,0
KIS Visual 26,siret I,vitrivr II,0
KIS Visual 26,siret I,vitrivr III,0
KIS Visual 26,siret I,vitrivr IV,0
KIS Visual 26,siret I,vitrivr V,0
KIS Visual 26,siret I,vitrivr VI,0
KIS Visual 26,siret I,vitrivr VII,0
KIS Visual 26,siret I,vitrivr VIII,0
KIS Visual 26,siret II,siret III,0
KIS Visual 26,siret II,siret IV,67
KIS Visual 26,siret II,siret V,0
KIS Visual 26,siret II,siret VI,0
KIS Visual 26,siret II,siret VII,0
KIS Visual 26,siret II,vitrivr I,0
KIS Visual 26,siret II,vitrivr II,0
KIS Visual 26,siret II,vitrivr III,0
KIS Visual 26,siret II,vitrivr IV,0
KIS Visual 26,siret II,vitrivr V,0
KIS Visual 26,siret II,vitrivr VI,0
KIS Visual 26,siret II,vitrivr VII,0
KIS Visual 26,siret II,vitrivr VIII,0
KIS Visual 26,siret III,siret IV,67
KIS Visual 26,siret III,siret V,0
KIS Visual 26,siret III,siret VI,0
KIS Visual 26,siret III,siret VII,0
KIS Visual 26,siret III,vitrivr I,0
KIS Visual 26,siret III,vitrivr II,0
KIS Visual 26,siret III,vitrivr III,0
KIS Visual 26,siret III,vitrivr IV,0
KIS Visual 26,siret III,vitrivr V,0
KIS Visual 26,siret III,vitrivr VI,0
KIS Visual 26,siret III,vitrivr VII,0
KIS Visual 26,siret III,vitrivr VIII,0
KIS Visual 26,siret IV,siret V,67
KIS Visual 26,siret IV,siret VI,67
KIS Visual 26,siret IV,siret VII,67
KIS Visual 26,siret IV,vitrivr I,67
KIS Visual 26,siret IV,vitrivr II,67
KIS Visual 26,siret IV,vitrivr III,67
KIS Visual 26,siret IV,vitrivr IV,67
KIS Visual 26,siret IV,vitrivr V,67
KIS Visual 26,siret IV,vitrivr VI,67
KIS Visual 26,siret IV,vitrivr VII,67
KIS Visual 26,siret IV,vitrivr VIII,67
KIS Visual 26,siret V,siret VI,0
KIS Visual 26,siret V,siret VII,0
KIS Visual 26,siret V,vitrivr I,0
KIS Visual 26,siret V,vitrivr II,0
KIS Visual 26,siret V,vitrivr III,0
KIS Visual 26,siret V,vitrivr IV,0
KIS Visual 26,siret V,vitrivr V,0
KIS Visual 26,siret V,vitrivr VI,0
KIS Visual 26,siret V,vitrivr VII,0
KIS Visual 26,siret V,vitrivr VIII,0
KIS Visual 26,siret VI,siret VII,0
KIS Visual 26,siret VI,vitrivr I,0
KIS Visual 26,siret VI,vitrivr II,0
KIS Visual 26,siret VI,vitrivr III,0
KIS Visual 26,siret VI,vitrivr IV,0
KIS Visual 26,siret VI,vitrivr V,0
KIS Visual 26,siret VI,vitrivr VI,0
KIS Visual 26,siret VI,vitrivr VII,0
KIS Visual 26,siret VI,vitrivr VIII,0
KIS Visual 26,siret VII,vitrivr I,0
KIS Visual 26,siret VII,vitrivr II,0
KIS Visual 26,siret VII,vitrivr III,0
KIS Visual 26,siret VII,vitrivr IV,0
KIS Visual 26,siret VII,vitrivr V,0
KIS Visual 26,siret VII,vitrivr VI,0
KIS Visual 26,siret VII,vitrivr VII,0
KIS Visual 26,siret VII,vitrivr VIII,0
KIS Visual 26,vitrivr I,vitrivr II,0
KIS Visual 26,vitrivr I,vitrivr III,0
KIS Visual 26,vitrivr I,vitrivr IV,0
KIS Visual 26,vitrivr I,vitrivr V,0
KIS Visual 26,vitrivr I,vitrivr VI,0
KIS Visual 26,vitrivr I,vitrivr VII,0
KIS Visual 26,vitrivr I,vitrivr VIII,0
KIS Visual 26,vitrivr II,vitrivr III,0
KIS Visual 26,vitrivr II,vitrivr IV,0
KIS Visual 26,vitrivr II,vitrivr V,0
KIS Visual 26,vitrivr II,vitrivr VI,0
KIS Visual 26,vitrivr II,vitrivr VII,0
KIS Visual 26,vitrivr II,vitrivr VIII,0
KIS Visual 26,vitrivr III,vitrivr IV,0
KIS Visual 26,vitrivr III,vitrivr V,0
KIS Visual 26,vitrivr III,vitrivr VI,0
KIS Visual 26,vitrivr III,vitrivr VII,0
KIS Visual 26,vitrivr III,vitrivr VIII,0
KIS Visual 26,vitrivr IV,vitrivr V,0
KIS Visual 26,vitrivr IV,vitrivr VI,0
KIS Visual 26,vitrivr IV,vitrivr VII,0
KIS Visual 26,vitrivr IV,vitrivr VIII,0
KIS Visual 26,vitrivr V,vitrivr VI,0
KIS Visual 26,vitrivr V,vitrivr VII,0
KIS Visual 26,vitrivr V,vitrivr VIII,0
KIS Visual 26,vitrivr VI,vitrivr VII,0
KIS Visual 26,vitrivr VI,vitrivr VIII,0
KIS Visual 26,vitrivr VII,vitrivr VIII,0
